accuracy,loss,val_accuracy,val_loss,learning_rate
0.6788633465766907,1.1653159856796265,0.8399999737739563,0.45878052711486816,0.0010000000474974513
0.801479160785675,0.5978959202766418,0.8436363339424133,0.38579466938972473,0.0010000000474974513
0.8260023593902588,0.4732149541378021,0.8709090948104858,0.33952873945236206,0.0010000000474974513
0.8579213619232178,0.3987969756126404,0.8763636350631714,0.3282538652420044,0.0010000000474974513
0.866095781326294,0.36478400230407715,0.8872727155685425,0.30391204357147217,0.0010000000474974513
0.8894511461257935,0.2988359034061432,0.9036363363265991,0.30307888984680176,0.0010000000474974513
0.8941222429275513,0.2817291021347046,0.892727255821228,0.3470669686794281,0.0010000000474974513
0.905799925327301,0.25797879695892334,0.892727255821228,0.3476359248161316,0.0010000000474974513
0.9291552901268005,0.18917033076286316,0.9072727560997009,0.34141087532043457,0.0005000000237487257
0.9365512132644653,0.17936094105243683,0.8999999761581421,0.32872530817985535,0.0005000000237487257
0.9564032554626465,0.1280713975429535,0.910909116268158,0.3236653208732605,0.0002500000118743628
