accuracy,loss,val_accuracy,val_loss,learning_rate
0.5406773090362549,2.073270559310913,0.7581818103790283,0.9814960360527039,0.0010000000474974513
0.7687816023826599,0.7703648805618286,0.8254545331001282,0.7212008237838745,0.0010000000474974513
0.8209419846534729,0.5486569404602051,0.8472727537155151,0.634904682636261,0.0010000000474974513
0.8466329574584961,0.4344259202480316,0.8727272748947144,0.5490671396255493,0.0010000000474974513
0.8684312701225281,0.38244274258613586,0.8909090757369995,0.49344849586486816,0.0010000000474974513
0.8859478235244751,0.330455482006073,0.8818181753158569,0.5004100203514099,0.0010000000474974513
0.8937329649925232,0.30932673811912537,0.8963636159896851,0.4600447118282318,0.0010000000474974513
0.9069676995277405,0.2665691077709198,0.8981817960739136,0.4461781978607178,0.0010000000474974513
0.9065784215927124,0.2596321702003479,0.889090895652771,0.4704599976539612,0.0010000000474974513
0.9139742851257324,0.23004110157489777,0.889090895652771,0.4504430294036865,0.0010000000474974513
0.93032306432724,0.20128268003463745,0.8945454359054565,0.43613412976264954,0.0005000000237487257
0.9295445680618286,0.1892874389886856,0.892727255821228,0.4451673626899719,0.0005000000237487257
0.9307123422622681,0.1924007534980774,0.8981817960739136,0.4295053780078888,0.0005000000237487257
0.933047890663147,0.18558703362941742,0.9036363363265991,0.39357471466064453,0.0005000000237487257
0.940443754196167,0.18368299305438995,0.8963636159896851,0.4461774528026581,0.0005000000237487257
0.9342156648635864,0.18627317249774933,0.8727272748947144,0.4829552173614502,0.0005000000237487257
0.9412222504615784,0.16606327891349792,0.8981817960739136,0.4062677323818207,0.0002500000118743628
0.9474503993988037,0.15512575209140778,0.8999999761581421,0.40774354338645935,0.0002500000118743628
0.9474503993988037,0.1543864607810974,0.8999999761581421,0.4164523780345917,0.0001250000059371814
